"","FOLIO","SEXO","OPC_ED01"
"4580","280803681","M","S132313"
"4581","280803705","M","S573087"
"4582","280803721","M","S573087"
"4583","280803734","M","S711000"
"4584","280803763","H","S574087"
"4585","280803787","M","S574087"
"4586","280803790","H","S711000"
"4587","280803847","H","S574087"
"4588","280803851","M","S573013"
"4589","280803858","H","S573087"
"4590","280803931","M","S711000"
"4591","280803966","H","S574087"
"4592","280804448","H","S711000"
"4593","280804479","M","S573087"
"4594","280804674","H","S573087"
"4595","280804678","H","S574087"
"4596","280804695","H","S711000"
"4597","280804775","M","S132313"
"4598","280804851","H","S574015"
"4599","280804990","H","S573013"
"4600","280805015","M","S709000"
"4601","280805042","H","S711000"
"4602","280805054","H","S711000"
"4603","280805062","H","S574015"
"4604","280805083","H","S573087"
"4605","280805173","H","S574087"
"4606","280805236","H","S573087"
"4607","280805252","M","S711000"
"4608","280805261","H","S711000"
"4609","280805284","M","S573013"
"4610","280805299","H","S711000"
"4611","280805344","H","S709000"
"4612","280805353","M","S574087"
"4613","280805387","M","S573013"
"4614","280805399","H","S573013"
"4615","280805495","H","S573013"
"4616","280805500","H","S573013"
"4617","280805508","M","S711000"
"4618","280805543","H","S711000"
"4619","280805596","M","S573087"
"4620","280805628","M","S711000"
"4621","280805631","M","S715000"
"4622","280805688","M","S711000"
"4623","280805715","M","S711000"
"4624","280805729","M","S132313"
"4625","280805733","M","S573013"
"4626","280805760","H","S709000"
"4627","280805773","M","S573013"
"4628","280805788","H","S573013"
"4629","280805798","M","S132302"
"4630","280805811","H","S574015"
"4631","280805890","H","S711000"
"4632","280805906","M","S763000"
"4633","280805925","H","S711000"
"4634","280805932","M","S711000"
"4635","280805934","H","S711000"
"4636","280805952","M","S573013"
"4637","280805971","H","S574015"
"4638","280806115","M","S132302"
"4639","280806135","M","S711000"
"4640","280806148","H","S132313"
"4641","280806152","M","S574087"
"4642","280806193","M","S132313"
"4643","280806311","H","S711000"
"4644","280806328","M","S132313"
"4645","280806350","H","S574015"
"4646","280806480","M","S711000"
"4647","280806527","H","S711000"
"4648","280806540","M","S711000"
"4649","280806547","M","S715000"
"4650","280806559","H","S573087"
"4651","280806585","M","S573013"
"4652","280806589","M","S574087"
"4653","280806605","M","S132313"
"4654","280806611","H","S574087"
"4655","280806613","M","S573087"
"4656","280806616","M","S574087"
"4657","280806825","M","S711000"
"4658","280806836","M","S573013"
"4659","280806847","H","S574087"
"4660","280806855","H","S574015"
"4661","280806870","H","S711000"
"4662","280806895","H","S711000"
"4663","280806904","M","S574087"
"4664","280806919","M","S573013"
"4665","280806940","M","S573013"
"4666","280806953","H","S574087"
"4667","280806975","H","S711000"
"4668","280806981","M","S132313"
"4669","280807093","M","S711000"
"4670","280807166","H","S574087"
"4671","280807324","M","S709000"
"4672","280807367","H","S574087"
"4673","280807523","H","S711000"
"4674","280807568","M","S709000"
"4675","280807573","H","S715000"
"4676","280807578","H","S574015"
"4677","280807666","H","S574015"
"4678","280807677","M","S132313"
"4679","280807811","H","S711000"
"4680","280807818","H","S456076"
"4681","280807998","M","S711000"
"4682","280808062","H","S711000"
"4683","280808111","H","S573013"
"4684","280808191","H","S574087"
"4685","280808198","M","S132313"
"4686","280808232","M","S711000"
"4687","280808292","M","S573013"
"4688","280808412","M","S711000"
"4689","280808522","H","S574015"
"4690","280808562","H","S574015"
"4691","280808565","M","S711000"
"4692","280808574","H","S711000"
"4693","280808582","M","S132313"
"4694","280808586","H","S709000"
"4695","280808629","H","S711000"
"4696","280808647","M","S711000"
"4697","280808733","M","S711000"
"4698","280808758","M","S711000"
"4699","280808902","M","S573087"
"4700","280808916","H","S711000"
"4701","280808925","H","S711000"
"4702","280808959","H","S711000"
"4703","280809042","H","S456076"
"4704","280809061","M","S709000"
"4705","280809097","H","S711000"
"4706","280809109","H","S711000"
"4707","280809134","M","S573013"
"4708","280809139","M","S574087"
"4709","280809153","H","S574015"
"4710","280809190","M","S573013"
"4711","280809211","M","S711000"
"4712","280809226","H","S711000"
"4713","280809278","H","S711000"
"4714","280809322","M","S573013"
"4715","280809356","H","S573087"
"4716","280809482","H","S711000"
"4717","280809537","H","S709000"
"4718","280809550","H","S574087"
"4719","280809720","M","S573013"
"4720","280809779","M","S574015"
"4721","280809822","M","S709000"
"4722","280809890","M","S711000"
"4723","280810002","M","S709000"
"4724","280810194","H","S132302"
"4725","280810460","M","S709000"
"4726","280810492","H","S574015"
"4727","280810502","M","S573013"
"4728","280810509","M","S573013"
"4729","280810518","M","S573013"
"4730","280810533","H","S573013"
"4731","280810545","H","S711000"
"4732","280810744","M","S709000"
"4733","280810826","H","S711000"
"4734","280811020","H","S574015"
"4735","280811030","M","S574087"
"4736","280811065","M","S132313"
"4737","280811084","H","S574015"
"4738","280811094","H","S573087"
"4739","280811096","H","S715000"
"4740","280811102","H","S711000"
"4741","280811123","H","S574087"
"4742","280811129","M","S715000"
"4743","280811144","H","S711000"
"4744","280811199","M","S573013"
"4745","280811208","H","S711000"
"4746","280811216","H","S574015"
"4747","280811219","M","S574087"
"4748","280900105","M","S574087"
"4749","280900495","M","S132302"
"4750","280900502","M","S574087"
"4751","280900602","H","S763000"
"4752","280900647","H","S456076"
"4753","280900691","M","S709000"
"4754","280900719","M","S573013"
"4755","280900747","H","S711000"
"4756","280900798","M","S574087"
"4757","280901027","M","S574087"
"4758","280901122","M","S574087"
"4759","280901236","M","S574087"
"4760","280901282","M","S711000"
"4761","280901312","M","S574087"
"4762","280901345","M","S132313"
"4763","280901414","M","S711000"
"4764","280901452","M","S574087"
"4765","280901553","M","S711000"
"4766","280901621","M","S711000"
"4767","280901779","H","S711000"
"4768","280901913","M","S711000"
"4769","280901947","H","S711000"
"4770","280901987","M","S574087"
"4771","280902009","M","S574087"
"4772","280902022","M","S573013"
"4773","280902187","M","S711000"
"4774","280902244","M","S711000"
"4775","280902258","H","S711000"
"4776","280902274","H","S573013"
"4777","280902300","H","S574087"
"4778","280902312","M","S573013"
"4779","280902340","M","S573013"
"4780","280902351","M","S573013"
"4781","280902439","M","S573087"
"4782","280902449","M","S574087"
"4783","280902465","M","S574087"
"4784","280902509","M","S715000"
"4785","280902511","M","S711000"
"4786","280902530","M","S574087"
"4787","280902561","H","S711000"
"4788","280902583","M","S715000"
"4789","280902586","H","S711000"
"4790","280902597","M","S573087"
"4791","280902721","M","S573013"
"4792","280902730","M","S711000"
"4793","280902735","H","S574015"
"4794","280902768","M","S711000"
"4795","280902802","H","S573013"
"4796","280902898","H","S132313"
"4797","280903017","M","S574015"
"4798","280903067","M","S574087"
"4799","280903089","H","S574087"
"4800","280903281","H","S709000"
"4801","280903315","H","S711000"
"4802","280903340","H","S132302"
"4803","280903346","M","S574087"
"4804","280903378","H","S456076"
"4805","280903386","M","S132313"
"4806","280903395","M","S711000"
"4807","280903412","H","S132302"
"4808","280903516","M","S573013"
"4809","280903538","M","S711000"
"4810","280903594","H","S574087"
"4811","280903690","M","S711000"
"4812","280903708","H","S574087"
"4813","280903771","M","S574087"
"4814","280903811","H","S574087"
"4815","280903828","H","S573013"
"4816","280903996","M","S132313"
"4817","280904051","M","S574087"
"4818","280904087","M","S574015"
"4819","280904100","M","S574015"
"4820","280904107","H","S456036"
"4821","280904167","H","S573013"
"4822","280904192","M","S132313"
"4823","280904207","M","S573013"
"4824","280904247","M","S574015"
"4825","280904273","H","S573013"
"4826","280904317","M","S574087"
"4827","280904336","H","S573013"
"4828","280904536","M","S709000"
"4829","280904571","M","S709000"
"4830","280904621","H","S573013"
"4831","280904635","H","S573013"
"4832","280904640","H","S132302"
"4833","280904643","H","S574015"
"4834","280904667","H","S574087"
"4835","280904669","M","S711000"
"4836","280904680","H","S711000"
"4837","280904705","M","S574087"
"4838","280904709","M","S709000"
"4839","280904738","H","S573013"
"4840","280904755","M","S132302"
"4841","280904781","H","S574015"
"4842","280904790","H","S574087"
"4843","280904843","M","S574087"
"4844","280904911","M","S574087"
"4845","280905018","H","S574087"
"4846","280905045","H","S132302"
"4847","280905084","H","S574015"
"4848","280905167","M","S574087"
"4849","280905219","H","S709000"
"4850","280905280","H","S132313"
"4851","280905298","M","S709000"
"4852","280905410","H","S711000"
"4853","280905469","M","S711000"
"4854","280907161","M","S574087"
"4855","280907170","H","S709000"
"4856","280907414","H","S574087"
"4857","280907539","H","S711000"
"4858","280907579","M","S711000"
"4859","280907593","M","S574087"
"4860","280907602","M","S132313"
"4861","280907612","H","S574015"
"4862","280907620","M","S132302"
"4863","280907673","H","S132313"
"4864","280907727","M","S573013"
"4865","280907774","H","S573013"
"4866","280907878","M","S574087"
"4867","280907894","M","S711000"
"4868","280907924","H","S574015"
"4869","280908108","H","S574087"
"4870","280908126","M","S132313"
"4871","280908184","H","S573013"
"4872","280908275","M","S574015"
"4873","280908378","H","S711000"
"4874","280908400","M","S573013"
"4875","280908407","H","S711000"
"4876","280908485","H","S711000"
"4877","280908502","H","S574087"
"4878","280908505","M","S574015"
"4879","280908531","M","S456076"
"4880","280908567","H","S574087"
"4881","280908708","H","S573013"
"4882","280908745","M","S709000"
"4883","280908752","M","S711000"
"4884","280908795","H","S574087"
"4885","280908861","M","S711000"
"4886","280908883","H","S573013"
"4887","280909112","M","S711000"
"4888","280909191","M","S573013"
"4889","280909220","H","S574015"
"4890","280909228","M","S574087"
"4891","280909276","M","S574087"
"4892","280909281","M","S574015"
"4893","280909288","H","S711000"
"4894","280909303","H","S711000"
"4895","280909319","H","S456076"
"4896","280909381","H","S573087"
"4897","280909407","M","S574087"
"4898","280909429","H","S573087"
"4899","280909475","M","S574015"
"4900","280909488","M","S711000"
"4901","280909561","M","S573013"
"4902","280909574","H","S711000"
"4903","280909606","H","S573087"
"4904","280909620","M","S709000"
"4905","280909891","H","S574087"
"4906","280909950","H","S711000"
"4907","280909957","H","S763000"
"4908","280909970","H","S711000"
"4909","280910058","M","S711000"
"4910","280910167","M","S711000"
"4911","280910239","M","S574087"
"4912","280910268","M","S573013"
"4913","280910330","M","S573013"
"4914","280910425","H","S574087"
"4915","280910454","H","S574015"
"4916","280910482","M","S574087"
"4917","280910579","M","S711000"
"4918","280910608","M","S709000"
"4919","280910636","H","S573087"
"4920","280910662","M","S711000"
"4921","280910694","H","S574015"
"4922","280910706","H","S711000"
"4923","280910747","M","S573013"
"4924","280910765","M","S574087"
"4925","280910823","M","S574087"
"4926","280910841","H","S711000"
"4927","280910901","H","S711000"
"4928","280910938","M","S573013"
"4929","280910955","H","S573013"
"4930","280910964","H","S573087"
"4931","280911267","H","S711000"
"4932","280911275","H","S574087"
"4933","281000037","M","S711000"
"4934","281000076","M","S573013"
"4935","281000108","M","S709000"
"4936","281000115","M","S573013"
"4937","281000158","H","S711000"
"4938","281000262","H","S711000"
"4939","281000363","M","S574087"
"4940","281000374","M","S709000"
"4941","281000378","M","S711000"
"4942","281000400","M","S709000"
"4943","281000416","M","S711000"
"4944","281000493","M","S715000"
"4945","281000525","M","S709000"
"4946","281000540","M","S574087"
"4947","281000586","M","S574015"
"4948","281000632","M","S573087"
"4949","281000657","M","S132313"
"4950","281000670","H","S132302"
"4951","281000746","H","S132302"
"4952","281000864","M","S709000"
"4953","281000922","M","S763000"
"4954","281000996","H","S711000"
"4955","281001042","M","S132302"
"4956","281001078","H","S711000"
"4957","281001245","H","S573013"
"4958","281001296","H","S573087"
"4959","281001331","M","S132313"
"4960","281001375","M","S573013"
"4961","281001524","M","S709000"
"4962","281001536","M","S573013"
"4963","281001556","M","S709000"
"4964","281001563","H","S711000"
"4965","281001623","H","S711000"
"4966","281001635","H","S574087"
"4967","281001732","M","S573013"
"4968","281001789","M","S574087"
"4969","281001810","H","S574015"
"4970","281001874","H","S132302"
"4971","281001900","H","S711000"
"4972","281001961","M","S132313"
"4973","281002044","M","S574087"
"4974","281002078","H","S711000"
"4975","281002095","H","S574015"
"4976","281002109","M","S711000"
"4977","281002128","M","S574015"
"4978","281002176","M","S711000"
"4979","281002232","M","S711000"
"4980","281002270","H","S711000"
"4981","281002285","M","S574015"
"4982","281002347","M","S132313"
"4983","281002427","M","S574087"
"4984","281002495","M","S711000"
"4985","281002521","M","S711000"
"4986","281002647","H","S574087"
"4987","281002912","M","S711000"
"4988","281002928","H","S573013"
"4989","281002938","H","S711000"
"4990","281002961","H","S711000"
"4991","281002966","H","S574087"
"4992","281002991","H","S574015"
"4993","281003008","H","S711000"
"4994","281003088","M","S573013"
"4995","281003153","H","S574015"
"4996","281003161","H","S573087"
"4997","281003213","M","S709000"
"4998","281003232","M","S574015"
"4999","281003245","M","S574087"
"5000","281003253","H","S711000"
"5001","281003319","M","S573013"
"5002","281003376","H","S709000"
"5003","281003380","M","S709000"
"5004","281003393","H","S574087"
"5005","281003398","H","S573087"
"5006","281003428","H","S132313"
"5007","281003502","H","S711000"
"5008","281003513","M","S573013"
"5009","281003527","H","S574087"
"5010","281003560","H","S709000"
"5011","281003567","M","S574087"
"5012","281003604","M","S711000"
